UserID,Order,PlaceID,OrderType,Rating,food_rating,service_rating,Upayment,Budget
1135,Potato Pancakes - German Style,132825,Breakfast,0,0,0,cash,low
1135,My Italian Sausages,132825,Breakfast,0,0,0,cash,low
1135,Italian Sausage Sweet,132825,Breakfast,0,0,0,cash,low
1135,Italian Sausage Sweet II,132825,Breakfast,0,0,0,cash,low
1135,Crepes Suzette,132825,Breakfast,0,0,0,cash,low
1135,Tjock Pan Kaka (Swedish Thick Pancake),132825,Breakfast,0,0,0,cash,low
1135,Egg-White French Toast,132825,Breakfast,0,0,0,cash,low
1135,Crepes Suzette II,132825,Breakfast,0,0,0,cash,low
1135,Potato Cakes IV,132825,Breakfast,0,0,0,cash,low
1135,Banana-Raisin French Toast,132825,Breakfast,0,0,0,cash,low
1135,Hot Norwegian Fruit Soup,132825,Breakfast,0,0,0,cash,low
1135,Christmas Morning Sausage Ring,132825,Breakfast,0,0,0,cash,low
1135,Potato Korv,132825,Breakfast,0,0,0,cash,low
1135,Pete's Scratch Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Speciality Popover,132825,Breakfast,0,0,0,cash,low
1135,Cinnamon French Toast,132825,Breakfast,0,0,0,cash,low
1135,Eggnog Pancakes with Cranberry Sauce,132825,Breakfast,0,0,0,cash,low
1135,Cinnamon Apple Waffles,132825,Breakfast,0,0,0,cash,low
1135,Small Vegetable Cheese Strata,132825,Breakfast,0,0,0,cash,low
1135,Large Vegetable and Cheese Strata,132825,Breakfast,0,0,0,cash,low
1135,Monte Cristo Sandwich,132825,Breakfast,0,0,0,cash,low
1135,Solo Cheddar Puff Cake,132825,Breakfast,0,0,0,cash,low
1135,Kartoffelpfannkuchen (Potato Pancakes),132825,Breakfast,0,0,0,cash,low
1135,Fladle Uberbacken (Swabian Pancakes),132825,Breakfast,0,0,0,cash,low
1135,Apple Pancakes,132825,Breakfast,0,0,0,cash,low
1135,French Toast Cheddar Sandwiches,132825,Breakfast,0,0,0,cash,low
1135,Cheddar Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Farmers Breakfast,132825,Breakfast,0,0,0,cash,low
1135,Breakfast Casserole (Pennsylvania Dutch,132825,Breakfast,0,0,0,cash,low
1135,Sourdough Pancakes #1,132825,Breakfast,0,0,0,cash,low
1135,Sourdough Pancakes #2,132825,Breakfast,0,0,0,cash,low
1135,Sourdough Pancakes #3,132825,Breakfast,0,0,0,cash,low
1135,Sourdough Pancakes #4,132825,Breakfast,0,0,0,cash,low
1135,Sourdough Pancakes #5,132825,Breakfast,0,0,0,cash,low
1135,Zucchini Frittata,132825,Breakfast,0,0,0,cash,low
1135,Zucchini Frittata,132825,Breakfast,0,0,0,cash,low
1135,Basic Breakfast Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Snail Omelette / Cagouilles En Omelette,132825,Breakfast,0,0,0,cash,low
1135,Corned Beef Hash,132825,Breakfast,0,0,0,cash,low
1135,Orange Marmalade,132825,Breakfast,0,0,0,cash,low
1135,Potato Pancakes German Style,132825,Breakfast,0,0,0,cash,low
1135,Vegetable Frittata,132825,Breakfast,0,0,0,cash,low
1135,Frittata Ranchera,132825,Breakfast,0,0,0,cash,low
1135,Pancakes With Mushrooms,132825,Breakfast,0,0,0,cash,low
1135,Tofu and Scallions,132825,Breakfast,0,0,0,cash,low
1135,Angel Hair Frittata,132825,Breakfast,0,0,0,cash,low
1135,Snickers Bar   Ww,132825,Breakfast,0,0,0,cash,low
1135,Lyra's Dutch Baby,132825,Breakfast,0,0,0,cash,low
1135,Jarlsberg Oven Omelet,132825,Breakfast,0,0,0,cash,low
1135,Best Waffles Ever,132825,Breakfast,0,0,0,cash,low
1135,Potato Patties,132825,Breakfast,0,0,0,cash,low
1135,Red Bliss & Rosemary Chicken Hash,132825,Breakfast,0,0,0,cash,low
1135,Vegetable Puffs,132825,Breakfast,0,0,0,cash,low
1135,Pumpkin Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Golden Pumpkin Waffles,132825,Breakfast,0,0,0,cash,low
1135,Homer's Patented Space-Age Out of This World Moon Waffles,132825,Breakfast,0,0,0,cash,low
1135,Methi Puri,132825,Breakfast,0,0,0,cash,low
1135,Egg Bake,132825,Breakfast,0,0,0,cash,low
1135,Mock Devonshire Cream,132825,Breakfast,0,0,0,cash,low
1135,Leftover Mashed Potato Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Carrot Salad,132825,Breakfast,0,0,0,cash,low
1135,Sour Cream and Spinach Omelette,132825,Breakfast,0,0,0,cash,low
1135,Make Ahead Breakfast Casserole,132825,Breakfast,0,0,0,cash,low
1135,Hawaiian Waffles with Pineapple & Coconut,132825,Breakfast,0,0,0,cash,low
1135,Blueberry-Sour Cream Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Puff Oven Pancake,132825,Breakfast,0,0,0,cash,low
1135,Saucy Eggs with English Muffins,132825,Breakfast,0,0,0,cash,low
1135,Breakfast Apple-Citrus Compote,132825,Breakfast,0,0,0,cash,low
1135,Jalapeno Cheese Grits,132825,Breakfast,0,0,0,cash,low
1135,Mums 'scotch' Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Best Bacon/Cheese Grits,132825,Breakfast,0,0,0,cash,low
1135,Awesome Layered Grits,132825,Breakfast,0,0,0,cash,low
1135,Breakfast Burritos,132825,Breakfast,0,0,0,cash,low
1135,Sweet Potato Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Yummy Light Scrambled Eggs,132825,Breakfast,0,0,0,cash,low
1135,Country Breakfast Sausage,132825,Breakfast,0,0,0,cash,low
1135,Cafe Maple Syrup,132825,Breakfast,0,0,0,cash,low
1135,Cool N' Breezy Fruit Salad,132825,Breakfast,0,0,0,cash,low
1135,Eggs Baked in Corned Beef Hash,132825,Breakfast,0,0,0,cash,low
1135,Mandazi,132825,Breakfast,0,0,0,cash,low
1135,Thin Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Breakfast Pie,132825,Breakfast,0,0,0,cash,low
1135,Potato Latkes,132825,Breakfast,0,0,0,cash,low
1135,Garden Vegetable Sandwich,132825,Breakfast,0,0,0,cash,low
1135,No Fuss No Mess Potato Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Black Forest Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Vegetable Frittata With Roasted Tomato Salsa,132825,Breakfast,0,0,0,cash,low
1135,Norwegian Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Melon and Peach Salad,132825,Breakfast,0,0,0,cash,low
1135,Cookie Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Apple Pancake,132825,Breakfast,0,0,0,cash,low
1135,Danish Breakfast for Two,132825,Breakfast,0,0,0,cash,low
1135,Cottage Cheese Pancakes,132825,Breakfast,0,0,0,cash,low
1135,Breakfast Sandwich,132825,Breakfast,0,0,0,cash,low
1135,Breakfast Pie,132825,Breakfast,0,0,0,cash,low
1135,Mangoes,132825,Breakfast,0,0,0,cash,low
1135,"Bergy Dim Sum #1, Pork & Lettuce Rolls",132825,Breakfast,0,0,0,cash,low
1135,Crunchy Salsa Sandwich,132825,Breakfast,0,0,0,cash,low
1135,Bulgur-Herb Crostini,132825,Breakfast,0,0,0,cash,low
1135,Latkes (Potato Pancakes),132825,Breakfast,0,0,0,cash,low
1135,Sambuca Fruit Salad,132825,Breakfast,0,0,0,cash,low
1135,Cooked Blueberries,132825,Breakfast,0,0,0,cash,low
1135,Danish Omelet,132825,Breakfast,0,0,0,cash,low
1137,Fried Corn,132825,Breakfast,2,2,1,cash,low
1001,1 Minute Meatballs,135085,Breakfast,0,1,1,cash,medium
1002,Grape Freezer Jam,135085,Breakfast,1,1,1,cash,low
1007,Apple Butter,135085,Breakfast,1,2,0,cash,low
1013,Oat and Walnut Pancakes,135085,Breakfast,1,2,0,MasterCard-Eurocard,medium
1013,Herbed Home Fries,135085,Breakfast,1,2,0,cash,medium
1016,basilic tomato and egg,135085,Breakfast,2,2,0,cash,medium
1016,Lemon French Toast With Strawberry Sauce,135085,Breakfast,2,2,0,cash,medium
1016,Tofu Scramble with Hollandaise Sauce,135085,Breakfast,2,2,0,cash,medium
1016,Sizzling French Toast,135085,Breakfast,2,2,0,cash,medium
1016,Gingerbread Waffles,135085,Breakfast,2,2,0,cash,medium
1016,Spud Nuts,135085,Breakfast,2,2,0,cash,medium
1016,Green & White Feta Ring (Spinach & Feta),135085,Breakfast,2,2,0,cash,medium
1016,Cheese and Ham Pockets,135085,Breakfast,2,2,0,cash,medium
1016,Sage Breakfast Sausage,135085,Breakfast,2,2,0,cash,medium
1016,Cheese and Jalapeno Grits Casserole,135085,Breakfast,2,2,0,cash,medium
1016,Breakfast Fruit Bowl,135085,Breakfast,2,2,0,cash,medium
1016,Hash Browns Casserole,135085,Breakfast,2,2,0,cash,medium
1016,Swiss Muesli,135085,Breakfast,2,2,0,cash,medium
1016,Sweet Potato and Corn Fritters,135085,Breakfast,2,2,0,cash,medium
1027,Ham and eggs - Schinken mit Ei,135085,Breakfast,1,1,1,cash,low
1029,Cheese-Eggs with bacon and peppers,135085,Breakfast,1,1,1,cash,low
1032,Granola,135085,Breakfast,1,1,1,cash,medium
1033,Potato Egg Bake,135085,Breakfast,2,2,2,cash,low
1036,Old Fashioned Baked Apples,135085,Breakfast,2,2,2,cash,medium
1045,Crepes,135085,Breakfast,2,2,2,cash,high
1045,Goldenrod Eggs,135085,Breakfast,2,2,2,cash,high
1045,Orange French Toast II,135085,Breakfast,2,2,2,cash,high
1045,Oatmeal Granola Bars,135085,Breakfast,2,2,2,cash,high
1046,Georgia French Toast,135085,Breakfast,1,2,1,cash,medium
1049,Tracy's Pancakes,135085,Breakfast,0,0,0,cash,high
1056,Granola Bars,135085,Breakfast,2,2,2,cash,medium
1059,Low Fat Banana Raisin French Toast,135085,Breakfast,2,2,2,cash,medium
1062,Do Ahead Swiss Cheese Souffles,135085,Breakfast,0,0,0,VISA,medium
1062,Breakfast Casserole,135085,Breakfast,0,0,0,cash,medium
1077,Mexican Egg Cups,135085,Breakfast,2,2,2,VISA,medium
1077,Pina Colada Pancakes with Rum Sauce,135085,Breakfast,2,2,2,cash,medium
1077,Cheese Omelette,135085,Breakfast,2,2,2,bank_debit_cards,medium
1081,Frosted Green Grapes for Garnish,135085,Breakfast,1,2,1,cash,low
1084,Ann's Egg-Sausage Casserole,135085,Breakfast,2,2,2,cash,medium
1086,Homemade Muesli,135085,Breakfast,2,1,1,VISA,medium
1086,Quick &amp; Easy Low Cal Breakfast or Lunch,135085,Breakfast,2,1,1,bank_debit_cards,medium
1086,Baked Frittata For One,135085,Breakfast,2,1,1,cash,medium
1089,Brunch: Portabella Stuffed Mushrooms,135085,Breakfast,1,1,1,cash,low
1090,Oatmeal with a twist,135085,Breakfast,2,2,2,cash,medium
1092,Spanish Omelette,135085,Breakfast,0,0,0,cash,medium
1098,Mexican Hashbrown's,135085,Breakfast,1,2,1,cash,medium
1104,Cinnamon-Wheat Pancakes with Hot Boysenberry Compote,135085,Breakfast,2,2,1,VISA,medium
1104,Hot Chocolate Mix,135085,Breakfast,2,2,1,cash,medium
1106,Spinach & Feta Baked 'Omelette',135085,Breakfast,2,2,2,bank_debit_cards,medium
1106,Chocolate Chocolate Chip biscotti,135085,Breakfast,2,2,2,cash,medium
1108,Scottish Eggs,135085,Breakfast,1,2,1,VISA,medium
1108,Buttermilk Pancake Mix in a Jar,135085,Breakfast,1,2,1,cash,medium
1108,Morning Casserole,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Scrambled Egg Muffins,135085,Breakfast,1,2,1,VISA,medium
1108,Asian Apple Pear Compote,135085,Breakfast,1,2,1,cash,medium
1108,Ham Croissant Rolls (venezuela),135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Cachapas,135085,Breakfast,1,2,1,VISA,medium
1108,Jerusalem Artichoke Stir Fry,135085,Breakfast,1,2,1,cash,medium
1108,Baked Brie Strata,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Scrambled eggs and olives,135085,Breakfast,1,2,1,VISA,medium
1108,Shikshuka (Scrambled eggs and tomatoes)(&#1588;&#1603;&#1588;&#1608;&#1603;&#1607;),135085,Breakfast,1,2,1,cash,medium
1108,Italian Spaghetti Frittata,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Cheesecake Kugel,135085,Breakfast,1,2,1,VISA,medium
1108,Apple Blintzes With Caramel Sauce,135085,Breakfast,1,2,1,cash,medium
1108,Oatmeal Pancakes,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Homemade Cream Cheese,135085,Breakfast,1,2,1,VISA,medium
1108,Wife Saver Breakfast,135085,Breakfast,1,2,1,cash,medium
1108,Creme Brulee French Toast,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,"Pinwheel Sandwich - Beautiful in colour, yummy in taste!",135085,Breakfast,1,2,1,VISA,medium
1108,Ham and Cheese Omelet Roll,135085,Breakfast,1,2,1,cash,medium
1108,Baked apple maple pancakes,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Winter Fruit Salad,135085,Breakfast,1,2,1,VISA,medium
1108,Low-Fat Apple Crepes,135085,Breakfast,1,2,1,cash,medium
1108,Cheesy Potato Bake,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Fried Salmon Patties,135085,Breakfast,1,2,1,VISA,medium
1108,Crustless Florentine Tart,135085,Breakfast,1,2,1,cash,medium
1108,Cheesy Ham Cups,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,French Toast Casserole,135085,Breakfast,1,2,1,VISA,medium
1108,Low-Fat Crustless Spinach Quiche,135085,Breakfast,1,2,1,cash,medium
1108,Cheesy Baked French Toast,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Lecho,135085,Breakfast,1,2,1,VISA,medium
1108,Shakshuka,135085,Breakfast,1,2,1,cash,medium
1108,1-2-3 Granola,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Orange Walnut Pancakes,135085,Breakfast,1,2,1,VISA,medium
1108,Chicken Egg Pie,135085,Breakfast,1,2,1,cash,medium
1108,Chicken Brunch Bake,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Egg Pizza,135085,Breakfast,1,2,1,VISA,medium
1108,Good-Morning Pancakes,135085,Breakfast,1,2,1,cash,medium
1108,Breakfast Casserole,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Maple Butter,135085,Breakfast,1,2,1,VISA,medium
1108,Danish Christmas Rice Porridge,135085,Breakfast,1,2,1,cash,medium
1108,Banana Pancakes (Eggless),135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Chinese Prawns on Toast,135085,Breakfast,1,2,1,VISA,medium
1108,Pumpkin Griddle Cakes,135085,Breakfast,1,2,1,cash,medium
1108,Fluffy German Potato Pancakes,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Sausage Gravy,135085,Breakfast,1,2,1,VISA,medium
1108,Lean Protein Pancakes,135085,Breakfast,1,2,1,cash,medium
1108,Enchiladas Rojas,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Eggs in Tortillas,135085,Breakfast,1,2,1,VISA,medium
1108,Slow Unsafe Sex on the Beach,135085,Breakfast,1,2,1,cash,medium
1108,Mushroom-omelette roll,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1108,Pancakes (Crepes) Filled With Ham and Walnuts (Filling Only),135085,Breakfast,1,2,1,VISA,medium
1108,Overnight Blueberry French Toast,135085,Breakfast,1,2,1,cash,medium
1108,Hot Breakfast to Go,135085,Breakfast,1,2,1,MasterCard-Eurocard,medium
1109,Banana-Stuffed French Toast,135085,Breakfast,2,2,2,cash,low
1113,Mini Pepperoni Frittatas,135085,Breakfast,1,2,1,VISA,medium
1113,Chicken Burger in Oven,135085,Breakfast,1,2,1,cash,medium
1116,Cheddar Baked Bagels and Eggs,135085,Breakfast,2,2,2,cash,medium
1116,Hash Browns (Patties - Low Sodium) Homemade,135085,Breakfast,2,2,2,bank_debit_cards,medium
1116,Beefy Scramble,135085,Breakfast,2,2,2,VISA,medium
1120,Sausage Gravy,135085,Breakfast,0,0,0,cash,low
1132,Homemade Waffles,135085,Breakfast,2,2,2,cash,high
1134,Easy Oven-Baked French Toast,135085,Breakfast,2,1,2,cash,medium
1135,Cornmeal Pancakes (Eggless),135085,Breakfast,0,0,0,cash,low
1135,Baked Apple French Toast,135085,Breakfast,0,0,0,cash,low
1135,Breakfast Pizza,135085,Breakfast,0,0,0,cash,low
1135,Fruity French Toast,135085,Breakfast,0,0,0,cash,low
1135,Monster Toast,135085,Breakfast,0,0,0,cash,low
1135,North African Sweet Potato Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Banana Frittatas,135085,Breakfast,0,0,0,cash,low
1135,Potato Pancakes with Apples,135085,Breakfast,0,0,0,cash,low
1135,Cracker Barrel's Hashbrowns Casserole - Copycat,135085,Breakfast,0,0,0,cash,low
1135,Onion Cheese Omelet,135085,Breakfast,0,0,0,cash,low
1135,"Kinder, Gentler Latkes",135085,Breakfast,0,0,0,cash,low
1135,Spiced Nut Cake,135085,Breakfast,0,0,0,cash,low
1135,Country Sausage,135085,Breakfast,0,0,0,cash,low
1135,Apple-Cheddar Brunch Pizza,135085,Breakfast,0,0,0,cash,low
1135,Fruit Kabobs With Dip,135085,Breakfast,0,0,0,cash,low
1135,Herbed Ham and Cheddar Frittata,135085,Breakfast,0,0,0,cash,low
1135,Breakfast Burritos,135085,Breakfast,0,0,0,cash,low
1135,"Homemade Maple Syrup, Old Fashioned",135085,Breakfast,0,0,0,cash,low
1135,Deb's Potato Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Sheer Korma,135085,Breakfast,0,0,0,cash,low
1135,Overnight Eggnog Baked French Toast,135085,Breakfast,0,0,0,cash,low
1135,Ricotta Cheese Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Banana-Berry Oatmeal,135085,Breakfast,0,0,0,cash,low
1135,Sandwich Press Recipe - Cozy Eggs,135085,Breakfast,0,0,0,cash,low
1135,Fruit Wreath,135085,Breakfast,0,0,0,cash,low
1135,Fried Doughboys With Honey Butter,135085,Breakfast,0,0,0,cash,low
1135,Golden Southwestern Breakfast Slop,135085,Breakfast,0,0,0,cash,low
1135,"Sauteed Apple, Onion N' Bell Pepper",135085,Breakfast,0,0,0,cash,low
1135,Baked French Toast Casserole,135085,Breakfast,0,0,0,cash,low
1135,Egg Gravy - Swedish,135085,Breakfast,0,0,0,cash,low
1135,Country Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Basque-Style Potatoes,135085,Breakfast,0,0,0,cash,low
1135,"Christmas Brunch, ""Do Ahead"" Eggs Benedict",135085,Breakfast,0,0,0,cash,low
1135,Charishma's Own Quick n' Easy Theplas',135085,Breakfast,0,0,0,cash,low
1135,Swedish Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Garlic Grits,135085,Breakfast,0,0,0,cash,low
1135,Breakfast Pizza,135085,Breakfast,0,0,0,cash,low
1135,Home Fries,135085,Breakfast,0,0,0,cash,low
1135,Overnight Waffles,135085,Breakfast,0,0,0,cash,low
1135,Traditional Migas,135085,Breakfast,0,0,0,cash,low
1135,Fluffy Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Haggis,135085,Breakfast,0,0,0,cash,low
1135,Fluffy Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Praline French Toast Bake,135085,Breakfast,0,0,0,cash,low
1135,Fruit and Grain Cereal,135085,Breakfast,0,0,0,cash,low
1135,Paul Prudhomme's Sweet Hush Puppies,135085,Breakfast,0,0,0,cash,low
1135,Highland Beef Balls,135085,Breakfast,0,0,0,cash,low
1135,Mom's Cornmeal Mush,135085,Breakfast,0,0,0,cash,low
1135,Apple Cartwheels,135085,Breakfast,0,0,0,cash,low
1135,Bubble &amp; Squeak,135085,Breakfast,0,0,0,cash,low
1135,German Pancake,135085,Breakfast,0,0,0,cash,low
1135,Oxford Sausage,135085,Breakfast,0,0,0,cash,low
1135,Zucchini Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Buttermilk Syrup,135085,Breakfast,0,0,0,cash,low
1135,Spicy Sweet Dogs,135085,Breakfast,0,0,0,cash,low
1135,Moonstruck Eggs,135085,Breakfast,0,0,0,cash,low
1135,Clapshot (An Orcadian Potato and Yellow Turnip/ Swede/ Rutabaga,135085,Breakfast,0,0,0,cash,low
1135,Creamed Corn Casserole,135085,Breakfast,0,0,0,cash,low
1135,Creamed Chipped Beef on Toast,135085,Breakfast,0,0,0,cash,low
1135,Applesauce Oatmeal,135085,Breakfast,0,0,0,cash,low
1135,2 Egg Vegetable Omelets,135085,Breakfast,0,0,0,cash,low
1135,Breakfast in a Cup,135085,Breakfast,0,0,0,cash,low
1135,Berry Good Strata,135085,Breakfast,0,0,0,cash,low
1135,Spinach Special Strata,135085,Breakfast,0,0,0,cash,low
1135,Savory Sausage Rolls,135085,Breakfast,0,0,0,cash,low
1135,Cottage Scrambled Eggs,135085,Breakfast,0,0,0,cash,low
1135,Blumenthal's Small Frittatas,135085,Breakfast,0,0,0,cash,low
1135,Hearty Oatmeal Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Solo Green Chili Cheese Omelette,135085,Breakfast,0,0,0,cash,low
1135,Quesadillas Breakfast style,135085,Breakfast,0,0,0,cash,low
1135,Lemon-ricotta Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Cottage Cheese-Banana Breakfast Delite,135085,Breakfast,0,0,0,cash,low
1135,"SOS (""something"" on a shingle)",135085,Breakfast,0,0,0,cash,low
1135,Breakfast Frittata,135085,Breakfast,0,0,0,cash,low
1135,Dundee Orange Marmalade,135085,Breakfast,0,0,0,cash,low
1135,Louisiana Style French Toast (or Pain Perdu),135085,Breakfast,0,0,0,cash,low
1135,Selsig Morgannwg (Glamorgan Sausages - Welsh),135085,Breakfast,0,0,0,cash,low
1135,Sweetened Cream Cheese,135085,Breakfast,0,0,0,cash,low
1135,Oat Muesli,135085,Breakfast,0,0,0,cash,low
1135,Eggs in Bed,135085,Breakfast,0,0,0,cash,low
1135,Decadent French Toast,135085,Breakfast,0,0,0,cash,low
1135,Cheese and Egg Puffs,135085,Breakfast,0,0,0,cash,low
1135,Spring Potato Strata,135085,Breakfast,0,0,0,cash,low
1135,My Breakfast Frittata,135085,Breakfast,0,0,0,cash,low
1135,Frozen Fruit Slushy Stuff,135085,Breakfast,0,0,0,cash,low
1135,Huevos Rancheros,135085,Breakfast,0,0,0,cash,low
1135,Chocolate-Chip Feather Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Hash Browns Potato Pancakes - Homemade,135085,Breakfast,0,0,0,cash,low
1135,Buttermilk Pancakes with Pecans,135085,Breakfast,0,0,0,cash,low
1135,Scottish Crowdie,135085,Breakfast,0,0,0,cash,low
1135,Orange Cream Cheese-Stuffed French Toast,135085,Breakfast,0,0,0,cash,low
1135,Calcium-Armed Bran Muffins,135085,Breakfast,0,0,0,cash,low
1135,Pound Cake With Granola,135085,Breakfast,0,0,0,cash,low
1135,Russian Blintsi,135085,Breakfast,0,0,0,cash,low
1135,Pan Fried Blueberry Corn Fritters,135085,Breakfast,0,0,0,cash,low
1135,Potato Pancakes,135085,Breakfast,0,0,0,cash,low
1135,Baked Eggs And Ham For Two,135085,Breakfast,0,0,0,cash,low
1135,Traditional British Bangers,135085,Breakfast,0,0,0,cash,low
1135,Pinch Me Cake,135085,Breakfast,0,0,0,cash,low
1135,Crepes,135085,Breakfast,0,0,0,cash,low
1135,Cilantro Eggs,135085,Breakfast,0,0,0,cash,low
1135,Baked Sausage and Eggs,135085,Breakfast,0,0,0,cash,low
1135,Norwegian French Toast,135085,Breakfast,0,0,0,cash,low
1137,Oven Baked Caramel French Toast,135085,Breakfast,2,1,2,cash,low
1001,Poor Knights,135039,Breakfast,1,1,1,cash,medium
1054,3-Ingredient Cinnamon Banana Slice,135039,Breakfast,2,2,1,cash,medium
1071,Fools on the Hill,135039,Breakfast,2,2,2,cash,high
1075,Peach and Blueberry Crunch With Almonds,135039,Breakfast,2,2,0,cash,medium
1076,Ricotta Pancakes,135039,Breakfast,2,2,1,VISA,medium
1076,Peanut Butter &amp; Jam French Toast,135039,Breakfast,2,2,1,cash,medium
